path,git_status,tracked,subsystem,owner,completion_evidence,classification,proposed_group,include,reason,risk,validation_owner
lib/v4_prompts/CompassPrompt.tsx,A,untracked,V4_PROMPTS,GROUP5,NEW,AI_GATEWAY (or V4),GROUP5,YES,Compass prompt,LOW,GROUP5
lib/v4_prompts/JourneyPrompt.tsx,A,untracked,V4_PROMPTS,GROUP3,NEW,JOURNEY_V2,GROUP3,YES,Journey prompt,LOW,GROUP3
lib/v4_prompts/MirrorPrompt.tsx,?,untracked,V4_PROMPTS,GROUP4,NEW,HUMAN_MEANING_V4 (Mirror),GROUP4,YES,Mirror prompt,LOW,GROUP4
lib/v4_prompts/WeeklyPrompt.tsx,A,untracked,V4_PROMPTS,GROUP5,NEW,WEEKLY_GUIDANCE,GROUP5,YES,Weekly prompt,LOW,GROUP5
lib/v4_prompts/test.txt,A,untracked,SCRATCH,V4,EXCLUDED,SCRATCH,NONE,NO,Scratch test,LOW,
lib/v4_prompts/test_write.txt,A,untracked,SCRATCH,V4,EXCLUDED,SCRATCH,NONE,NO,Scratch test,LOW,
lib/vedic/calculateVedic.ts,M,tracked,BLUEPRINT_7,GROUP1,DELTA 21 lines,BLUEPRINT_SYSTEM,GROUP1,YES,Vedic calculation tweak,LOW,GROUP1
lib/vedic/presentation.fixtures.ts,?,untracked,BLUEPRINT_7_FIXTURES,GROUP1,NEW,FIXTURE,GROUP1,YES,Vedic fixtures,LOW,GROUP1
lib/vedic/presentation.ts,?,untracked,BLUEPRINT_7,GROUP1,NEW,BLUEPRINT_SYSTEM,GROUP1,YES,Vedic presentation,LOW,GROUP1
lib/vedic/types.ts,M,tracked,BLUEPRINT_7,GROUP1,DELTA 19 lines,BLUEPRINT_SYSTEM,GROUP1,YES,Vedic types tweak,LOW,GROUP1
lib/visual/destinyMatrixVisualModel.ts,M,tracked,BLUEPRINT_4,GROUP1,DELTA 5 lines,BLUEPRINT_SYSTEM,GROUP1,YES,DM visual model tweak,LOW,GROUP1
lib/weton/presentation.fixtures.ts,?,untracked,BLUEPRINT_5_FIXTURES,GROUP1,NEW,FIXTURE,GROUP1,YES,Weton fixtures,LOW,GROUP1
lib/weton/presentation.ts,?,untracked,BLUEPRINT_5,GROUP1,NEW,BLUEPRINT_SYSTEM,GROUP1,YES,Weton presentation,LOW,GROUP1
lib/whole-sign/,?,untracked,BLUEPRINT_9,GROUP1,NEW,BLUEPRINT_SYSTEM,GROUP1,YES,Whole Sign module,LOW,GROUP1
lib/zi-wei/,?,untracked,BLUEPRINT_11,GROUP1,NEW,BLUEPRINT_SYSTEM,GROUP1,YES,Zi Wei Dou Shu module,LOW,GROUP1
package-lock.json,M,tracked,LOCK_FILE,DEFER,DELTA 70 lines,LOCK_FILE,NONE (deferred),DEFER,Lock file; defer until package.json classified,LOW,Founder
package.json,M,tracked,CONFIG,DEFER,DELTA 4 lines,CONFIGURATION,NONE (deferred),DEFER,Package.json; defer until classified,LOW,Founder
playwright.r3.config.ts,?,untracked,TEST_CONFIG,UNRELATED,EXCLUDED,UNRELATED,NONE,NO,Playwright config not in V4 cycle,LOW,
playwright.wellness.config.ts,?,untracked,TEST_CONFIG,UNRELATED,EXCLUDED,UNRELATED,NONE,NO,Playwright config not in V4 cycle,LOW,
r4_presentation_audit.txt,?,untracked,SCRATCH,EXCLUDED,SCRATCH,NONE,NO,Presentation audit scratch,LOW,
recovery-evidence/,?,untracked,RECOVERY_EVIDENCE,EXCLUDED (per Founder),EXCLUDED (will be reviewed for separate commit),NONE,DEFER,Recovery evidence base directory; verify before inclusion,LOW,Founder
r4_refactor_test.txt,?,untracked,SCRATCH,EXCLUDED,SCRATCH,NONE,NO,Refactor scratch,LOW,
r4_dev/,?,untracked,SCRATCH,EXCLUDED,SCRATCH,NONE,NO,V4 dev scratch,LOW,
r4_dev/Test.java,?,untracked,SCRATCH,EXCLUDED,SCRATCH,NONE,NO,Scratch Java test,LOW,
r4_dev/test.tsx,?,untracked,SCRATCH,EXCLUDED,SCRATCH,NONE,NO,Scratch TSX test,LOW,
r4_dev/test.txt,?,untracked,SCRATCH,EXCLUDED,SCRATCH,NONE,NO,Scratch test,LOW,
run-real-proof.js,?,untracked,SCRIPT_SCRATCH,EXCLUDED,SCRATCH,NONE,NO,Ad-hoc runtime proof,LOW,
run-real-runtime-proof.ts,?,untracked,SCRIPT_SCRATCH,EXCLUDED,SCRATCH,NONE,NO,Ad-hoc runtime proof,LOW,
run-runtime-verification.js,?,untracked,SCRIPT_SCRATCH,EXCLUDED,SCRATCH,NONE,NO,Ad-hoc runtime verification,LOW,
scripts/auditAstrocartographyForensic.ts,?,untracked,VALIDATOR,GROUP1,NEW,VALIDATOR,GROUP1,YES,Astrocartography forensic audit,LOW,GROUP1
scripts/auditDestinyMatrixHealthOrigins.ts,?,untracked,VALIDATOR,GROUP1,NEW,VALIDATOR,GROUP1,YES,DM health origins audit,LOW,GROUP1
scripts/audit_astrocartography_independent.py,?,untracked,VALIDATOR,GROUP1,NEW,VALIDATOR,GROUP1,YES,Astrocartography independent audit,LOW,GROUP1
scripts/checkZiWei.ts,?,untracked,VALIDATOR,GROUP1,NEW,VALIDATOR,GROUP1,YES,Zi Wei check,LOW,GROUP1
scripts/simulateSameLifePathUniqueness.ts,?,untracked,VALIDATOR,GROUP1,NEW,VALIDATOR,GROUP1,YES,Life path uniqueness simulation,LOW,GROUP1
scripts/validateAstrocartography*.ts (7 files),?,untracked,VALIDATOR,GROUP1,NEW,VALIDATOR,GROUP1,YES,Astrocartography validators (target 58/58),LOW,GROUP1
scripts/validateDestinyMatrixAncestralProjection.ts,?,untracked,VALIDATOR,GROUP1,NEW,VALIDATOR,GROUP1,YES,DM ancestral projection validator,LOW,GROUP1
scripts/validateDestinyMatrixAnnualArcana.ts,?,untracked,VALIDATOR,GROUP1,NEW,VALIDATOR,GROUP1,YES,DM annual arcana validator,LOW,GROUP1
scripts/validateDestinyMatrixHealthInterpretation.ts,?,untracked,VALIDATOR,GROUP1,NEW,VALIDATOR,GROUP1,YES,DM health interpretation validator,LOW,GROUP1
scripts/validateDestinyMatrixR5.ts,?,untracked,VALIDATOR,GROUP1,NEW,VALIDATOR,GROUP1,YES,DM R5 validator,LOW,GROUP1
scripts/validateTzolkinR5.ts,?,untracked,VALIDATOR,GROUP1,NEW,VALIDATOR,GROUP1,YES,Tzolkin R5 validator,LOW,GROUP1
scripts/validateVedicR5.ts,?,untracked,VALIDATOR,GROUP1,NEW,VALIDATOR,GROUP1,YES,Vedic R5 validator (target 63/63),LOW,GROUP1
scripts/validateWetonR5.ts,?,untracked,VALIDATOR,GROUP1,NEW,VALIDATOR,GROUP1,YES,Weton R5 validator,LOW,GROUP1
scripts/validateWetonSprint1.js,?,untracked,VALIDATOR,GROUP1,NEW,VALIDATOR,GROUP1,YES,Weton sprint 1 validator,LOW,GROUP1
scripts/validateWholeSignR7A.ts,?,untracked,VALIDATOR,GROUP1,NEW,VALIDATOR,GROUP1,YES,Whole Sign R7A validator (target 54/54),LOW,GROUP1
scripts/verifyBaziSimilarity.ts,?,untracked,VALIDATOR,GROUP1,NEW,VALIDATOR,GROUP1,YES,BaZi similarity verifier,LOW,GROUP1
scripts/wetonFounderAcceptance.js,?,untracked,VALIDATOR,GROUP1,NEW,VALIDATOR,GROUP1,YES,Weton founder acceptance,LOW,GROUP1
scripts/wetonSprint1Verify.js,?,untracked,VALIDATOR,GROUP1,NEW,VALIDATOR,GROUP1,YES,Weton sprint 1 verify,LOW,GROUP1
scripts/enforce-build.js,A,untracked,SCRIPT,V4,EXCLUDED,UNFINISHED (build enforcer),NONE,DEFER,Build enforcement script; defer,LOW,Founder
secure/bhumiamartya-adminsdk.json.json,D,tracked,SECRET,Build70,DELTA -13 lines,SECRET_REMOVAL,ISOLATED (Founder default EXCLUDE from feature commits),NO by default,Firebase admin SDK; removal APPROVED but isolated for security commit,LOW,Founder
services/humandesign-api/,?,untracked,HUMAN_DESIGN_SERVICE,GROUP1 (canonical FastAPI),NEW (entire directory in working tree),HUMAN_DESIGN_SERVICE,DEFER,DEFER,Canonical FastAPI service; inclusion depends on whether service is to be re-tracked,LOW,Founder
simple.txt,?,untracked,SCRATCH,EXCLUDED,SCRATCH,NONE,NO,Scratch file,LOW,
snapshots/,?,untracked,SNAPSHOTS,EXCLUDED,LOCAL_ONLY,NONE,NO,Local snapshots,LOW,
src/app/founder/page.tsx,D,tracked,WEB_CLEANUP,Build70,DELTA -11 lines,DESTRUCTIVE_UNPROVEN,ISOLATED (Founder default EXCLUDE),NO by default,Web-only founder page; deletion APPROVED but default EXCLUDE for safety,LOW,Founder
summary_debug.txt,?,untracked,SCRATCH,EXCLUDED,SCRATCH,NONE,NO,Scratch debug,LOW,
summary_debug_utf8.txt,?,untracked,SCRATCH,EXCLUDED,SCRATCH,NONE,NO,Scratch debug,LOW,
temp_audit.txt,?,untracked,SCRATCH,EXCLUDED,SCRATCH,NONE,NO,Scratch audit,LOW,
temp_audit_utf8.txt,?,untracked,SCRATCH,EXCLUDED,SCRATCH,NONE,NO,Scratch audit,LOW,
temp_audit_utf8_v2.txt,?,untracked,SCRATCH,EXCLUDED,SCRATCH,NONE,NO,Scratch audit,LOW,
temp_final_audit.txt,?,untracked,SCRATCH,EXCLUDED,SCRATCH,NONE,NO,Scratch audit,LOW,
test-runtime-verification.ts,?,untracked,SCRIPT_SCRATCH,EXCLUDED,SCRATCH,NONE,NO,Ad-hoc verification,LOW,
test-wellness-verification.spec.ts,?,untracked,SCRIPT_SCRATCH,EXCLUDED,SCRATCH,NONE,NO,Ad-hoc verification,LOW,
test.txt,A,untracked,SCRATCH,V4,EXCLUDED,SCRATCH,NONE,NO,Scratch test,LOW,
test_perm.txt,A,untracked,SCRATCH,V4,EXCLUDED,SCRATCH,NONE,NO,Scratch test,LOW,
test-results/,?,untracked,TEST_RESULTS,EXCLUDED,GENERATED,NONE,NO,Playwright test results,LOW,
tests/,?,untracked,TESTS,EXCLUDED,GENERATED,NONE,NO,Test artifacts,LOW,
time_copy.txt,?,untracked,SCRATCH,EXCLUDED,SCRATCH,NONE,NO,Scratch copy,LOW,
translations_copy.txt,?,untracked,SCRATCH,EXCLUDED,SCRATCH,NONE,NO,Scratch copy,LOW,
tsconfig.json,M,tracked,CONFIG,DEFER,DELTA 3 lines,CONFIGURATION,NONE (deferred),DEFER,Tsconfig; defer,LOW,Founder
tsconfig.tooling.json,?,untracked,CONFIG,DEFER,NEW,CONFIGURATION,NONE (deferred),DEFER,Tooling tsconfig; defer,LOW,Founder
tsconfig.tsbuildinfo,M,tracked,GENERATED,EXCLUDED,GENERATED,NONE,NO,Generated build info,LOW,
verify_aab.ps1,?,untracked,SCRIPT_SCRATCH,EXCLUDED,SCRATCH,NONE,NO,AAB verify script,LOW,
version_copy.txt,?,untracked,SCRATCH,EXCLUDED,SCRATCH,NONE,NO,Scratch copy,LOW,
window_dump.xml,?,untracked,DUMP,EXCLUDED,DEBUG_DUMP,NONE,NO,UI hierarchy dump,LOW,
